table,key,field,expected,tolerance
Table B1,p_Z1a,q025,0.416,5e-4
Table B1,p_Z1a,q25,0.522,5e-4
Table B1,p_Z1a,median,0.577,5e-4
Table B1,p_Z1a,q75,0.626,5e-4
Table B1,p_Z1a,q975,0.717,5e-4
Table B1,p_Z2a,mean,0.471,5e-4
Table B1,p_Z2a,sd,0.243,5e-4
Table B1,p_Z2a,q025,0.067,5e-4
Table B1,p_Z2a,q25,0.255,5e-4
Table B1,p_Z2a,median,0.485,5e-4
Table B1,p_Z2a,q75,0.677,5e-4
Table B1,p_Z2a,q975,0.877,5e-4
Table B1,p_Z2b,mean,0.781,5e-4
Table B1,p_Z2b,sd,0.102,5e-4
Table B1,p_Z2b,q025,0.551,5e-4
Table B1,p_Z2b,q25,0.717,5e-4
Table B1,p_Z2b,median,0.793,5e-4
Table B1,p_Z2b,q75,0.857,5e-4
Table B1,p_Z2b,q975,0.944,5e-4
Table B1,p_dodge,mean,0.362,5e-4
Table B1,p_dodge,sd,0.217,5e-4
Table B1,p_dodge,q025,0.018,5e-4
Table B1,p_dodge,q25,0.177,5e-4
Table B1,p_dodge,median,0.354,5e-4
Table B1,p_dodge,q75,0.537,5e-4
Table B1,p_dodge,q975,0.764,5e-4
Table B1,p_Z3b,mean,0.888,5e-4
Table B1,p_Z3b,sd,0.107,5e-4
Table B1,p_Z3b,q025,0.599,5e-4
Table B1,p_Z3b,q25,0.841,5e-4
Table B1,p_Z3b,median,0.921,5e-4
Table B1,p_Z3b,q75,0.968,5e-4
Table B1,p_Z3b,q975,0.997,5e-4
Table B1,p_Z5b_Z4a,mean,0.081,5e-4
Table B1,p_Z5b_Z4a,sd,0.08,5e-4
Table B1,p_Z5b_Z4a,q025,0.002,5e-4
Table B1,p_Z5b_Z4a,q25,0.023,5e-4
Table B1,p_Z5b_Z4a,median,0.057,5e-4
Table B1,p_Z5b_Z4a,q75,0.113,5e-4
Table B1,p_Z5b_Z4a,q975,0.292,5e-4
Table B1,p_Z5b_Z4ab,mean,0.245,5e-4
Table B1,p_Z5b_Z4ab,sd,0.19,5e-4
Table B1,p_Z5b_Z4ab,q025,0.008,5e-4
Table B1,p_Z5b_Z4ab,q25,0.086,5e-4
Table B1,p_Z5b_Z4ab,median,0.204,5e-4
Table B1,p_Z5b_Z4ab,q75,0.371,5e-4
Table B1,p_Z5b_Z4ab,q975,0.685,5e-4
